Date,Global_active_power,Time
2007-04-29,65.49690219003747,20
2007-04-29,65.49690219003747,21
2007-04-29,65.49690219003747,22
2007-04-29,65.49690219003747,23
2007-04-30,65.49690219003747,0
2007-04-30,65.49690219003747,1
2007-04-30,65.49690219003747,2
2007-04-30,65.49690219003747,3
2007-04-30,65.49690219003747,4
2007-04-30,65.49690219003747,5
2007-04-30,65.49690219003747,6
2007-04-30,65.49690219003747,7
2007-04-30,65.49690219003747,8
2007-04-30,65.49690219003747,9
2007-04-30,65.49690219003747,10
2007-04-30,65.49690219003747,11
2007-04-30,65.49690219003747,12
2007-04-30,65.49690219003747,13
2007-04-30,33.94876087601499,14
2007-04-30,45.884,15
2007-04-30,11.974,16
2007-04-30,16.83,17
2007-04-30,16.108,18
2007-04-30,36.282000000000004,19
2007-04-30,73.804,20
2007-04-30,116.676,21
2007-04-30,67.142,22
2007-04-30,28.372,23
2007-05-01,18.228,0
2007-05-01,15.398,1
2007-05-01,11.922,2
2007-05-01,15.406,3
2007-05-01,11.366,4
2007-05-01,20.102,5
2007-05-01,41.882,6
2007-05-01,39.194,7
2007-05-01,34.482,8
2007-05-01,83.242,9
2007-05-01,94.66199999999999,10
2007-05-01,133.664,11
2007-05-01,69.256,12
2007-05-01,111.044,13
2007-05-01,55.176,14
2007-05-01,94.526,15
2007-05-01,19.004,16
2007-05-01,17.078,17
2007-05-01,111.308,18
2007-05-01,119.748,19
2007-05-01,148.036,20
2007-05-01,207.13,21
2007-05-01,129.892,22
2007-05-01,62.112,23
2007-05-02,23.418,0
2007-05-02,24.42,1
2007-05-02,24.61,2
2007-05-02,22.96,3
2007-05-02,26.152,4
2007-05-02,20.759999999999998,5
2007-05-02,83.112,6
2007-05-02,105.446,7
2007-05-02,73.824,8
2007-05-02,16.586,9
2007-05-02,10.834,10
2007-05-02,17.068,11
2007-05-02,38.824,12
2007-05-02,16.932,13
2007-05-02,16.846,14
2007-05-02,33.632,15
2007-05-02,40.308,16
2007-05-02,13.118,17
2007-05-02,14.796,18
2007-05-02,36.71,19
2007-05-02,60.614,20
2007-05-02,108.554,21
2007-05-02,77.684,22
2007-05-02,96.278,23
2007-05-03,133.898,0
2007-05-03,31.79,1
2007-05-03,15.084,2
2007-05-03,14.806000000000001,3
2007-05-03,52.894,4
2007-05-03,14.758,5
2007-05-03,37.988,6
2007-05-03,57.552,7
2007-05-03,71.44800000000001,8
2007-05-03,71.164,9
2007-05-03,12.802,10
2007-05-03,10.132,11
2007-05-03,13.542,12
2007-05-03,11.1,13
2007-05-03,13.816,14
2007-05-03,19.15,15
2007-05-03,14.606,16
2007-05-03,15.064,17
2007-05-03,42.522,18
2007-05-03,39.65,19
2007-05-03,77.848,20
2007-05-03,141.41,21
2007-05-03,105.354,22
2007-05-03,71.86,23
2007-05-04,11.058,0
2007-05-04,13.648,1
2007-05-04,10.692,2
2007-05-04,12.564,3
2007-05-04,11.774,4
2007-05-04,10.684,5
2007-05-04,73.26,6
2007-05-04,82.41799999999999,7
2007-05-04,35.126,8
2007-05-04,12.61,9
2007-05-04,10.006,10
2007-05-04,14.83,11
2007-05-04,10.328,12
2007-05-04,22.232,13
2007-05-04,20.322,14
2007-05-04,16.366,15
2007-05-04,41.912,16
2007-05-04,22.986,17
2007-05-04,17.792,18
2007-05-04,67.558,19
2007-05-04,189.364,20
2007-05-04,137.684,21
2007-05-04,89.814,22
2007-05-04,63.1,23
2007-05-05,39.698,0
2007-05-05,11.686,1
2007-05-05,13.562,2
2007-05-05,10.06,3
2007-05-05,12.72,4
2007-05-05,11.8,5
2007-05-05,10.89,6
2007-05-05,64.452,7
2007-05-05,94.996,8
2007-05-05,106.66199999999999,9
2007-05-05,34.786,10
2007-05-05,22.084,11
2007-05-05,25.396,12
2007-05-05,27.822,13
2007-05-05,194.102,14
2007-05-05,66.002,15
2007-05-05,115.772,16
2007-05-05,89.224,17
2007-05-05,104.08,18
2007-05-05,86.314,19
2007-05-05,83.472,20
2007-05-05,113.468,21
2007-05-05,124.028,22
2007-05-05,99.976,23
2007-05-06,65.148,0
2007-05-06,41.606,1
2007-05-06,39.572,2
2007-05-06,75.894,3
2007-05-06,43.792,4
2007-05-06,45.658,5
2007-05-06,91.264,6
2007-05-06,52.856,7
2007-05-06,174.806,8
2007-05-06,169.348,9
2007-05-06,22.66,10
2007-05-06,26.368000000000002,11
2007-05-06,66.52,12
2007-05-06,94.168,13
2007-05-06,84.168,14
2007-05-06,89.446,15
2007-05-06,58.32,16
2007-05-06,31.736,17
2007-05-06,75.036,18
2007-05-06,147.28,19
2007-05-06,148.778,20
2007-05-06,172.946,21
2007-05-06,181.346,22
2007-05-06,103.388,23
2007-05-07,62.46,0
2007-05-07,13.668,1
2007-05-07,11.376,2
2007-05-07,12.235999999999999,3
2007-05-07,13.384,4
2007-05-07,10.6,5
2007-05-07,13.952,6
2007-05-07,75.104,7
2007-05-07,204.074,8
2007-05-07,193.19,9
2007-05-07,153.81,10
2007-05-07,61.43,11
2007-05-07,90.196,12
2007-05-07,113.33,13
2007-05-07,53.11,14
2007-05-07,13.144,15
2007-05-07,29.648,16
2007-05-07,33.232,17
2007-05-07,102.43,18
2007-05-07,69.04,19
2007-05-07,13.884,20
2007-05-07,137.742,21
2007-05-07,108.0,22
2007-05-07,54.624,23
2007-05-08,54.428,0
2007-05-08,34.732,1
2007-05-08,21.05,2
2007-05-08,27.952,3
2007-05-08,32.054,4
2007-05-08,31.32,5
2007-05-08,27.706,6
2007-05-08,15.354000000000001,7
2007-05-08,38.352,8
2007-05-08,61.806,9
2007-05-08,53.716,10
2007-05-08,113.116,11
2007-05-08,283.148,12
2007-05-08,119.786,13
2007-05-08,133.874,14
2007-05-08,118.392,15
2007-05-08,34.902,16
2007-05-08,42.512,17
2007-05-08,53.4,18
2007-05-08,55.058,19
2007-05-08,106.55,20
2007-05-08,122.778,21
2007-05-08,127.214,22
2007-05-08,80.092,23
2007-05-09,11.411999999999999,0
2007-05-09,13.252,1
2007-05-09,10.878,2
2007-05-09,12.596,3
2007-05-09,11.98,4
2007-05-09,11.31,5
2007-05-09,96.55,6
2007-05-09,95.51,7
2007-05-09,75.214,8
2007-05-09,71.968,9
2007-05-09,70.458,10
2007-05-09,62.686,11
2007-05-09,24.445999999999998,12
2007-05-09,109.718,13
2007-05-09,77.992,14
2007-05-09,95.992,15
2007-05-09,73.446,16
2007-05-09,13.458,17
2007-05-09,48.834,18
2007-05-09,168.332,19
2007-05-09,173.596,20
2007-05-09,173.118,21
2007-05-09,139.686,22
2007-05-09,23.304,23
2007-05-10,12.176,0
2007-05-10,41.416,1
2007-05-10,21.772,2
2007-05-10,10.228,3
2007-05-10,12.622,4
2007-05-10,11.666,5
2007-05-10,24.058,6
2007-05-10,59.252,7
2007-05-10,37.966,8
2007-05-10,10.93,9
2007-05-10,12.692,10
2007-05-10,11.192,11
2007-05-10,13.794,12
2007-05-10,11.64,13
2007-05-10,10.358,14
2007-05-10,14.52,15
2007-05-10,18.8,16
2007-05-10,45.106,17
2007-05-10,15.98,18
2007-05-10,35.646,19
2007-05-10,117.822,20
2007-05-10,108.48,21
2007-05-10,34.428,22
2007-05-10,15.34,23
2007-05-11,11.542,0
2007-05-11,12.936,1
2007-05-11,11.464,2
2007-05-11,10.74,3
2007-05-11,12.138,4
2007-05-11,48.93,5
2007-05-11,13.234,6
2007-05-11,66.416,7
2007-05-11,82.512,8
2007-05-11,84.456,9
2007-05-11,35.238,10
2007-05-11,31.094,11
2007-05-11,15.129999999999999,12
2007-05-11,16.826,13
2007-05-11,25.616,14
2007-05-11,25.451999999999998,15
2007-05-11,47.522,16
2007-05-11,74.938,17
2007-05-11,38.142,18
2007-05-11,19.624,19
2007-05-11,28.612,20
2007-05-11,130.508,21
2007-05-11,79.258,22
2007-05-11,56.826,23
2007-05-12,22.198,0
2007-05-12,11.804,1
2007-05-12,13.272,2
2007-05-12,16.274,3
2007-05-12,11.884,4
2007-05-12,14.13,5
2007-05-12,12.694,6
2007-05-12,57.879999999999995,7
2007-05-12,79.83800000000001,8
2007-05-12,76.636,9
2007-05-12,80.07,10
2007-05-12,30.91,11
2007-05-12,23.102,12
2007-05-12,59.78,13
2007-05-12,156.652,14
2007-05-12,117.51,15
2007-05-12,78.138,16
2007-05-12,54.014,17
2007-05-12,53.01,18
2007-05-12,127.646,19
2007-05-12,84.87,20
2007-05-12,174.678,21
2007-05-12,54.652,22
2007-05-12,29.924,23
2007-05-13,25.992,0
2007-05-13,48.86,1
2007-05-13,16.654,2
2007-05-13,15.612,3
2007-05-13,13.216,4
2007-05-13,24.51,5
2007-05-13,45.88,6
2007-05-13,15.838000000000001,7
2007-05-13,62.552,8
2007-05-13,20.96,9
2007-05-13,24.206,10
2007-05-13,59.682,11
2007-05-13,160.772,12
2007-05-13,127.964,13
2007-05-13,153.568,14
2007-05-13,115.30799999999999,15
2007-05-13,137.802,16
2007-05-13,118.878,17
2007-05-13,67.57,18
2007-05-13,104.316,19
2007-05-13,118.062,20
2007-05-13,81.386,21
2007-05-13,49.614,22
2007-05-13,25.536,23
2007-05-14,16.778,0
2007-05-14,47.948,1
2007-05-14,16.654,2
2007-05-14,16.227999999999998,3
2007-05-14,17.03,4
2007-05-14,16.938,5
2007-05-14,17.944,6
2007-05-14,130.12199999999999,7
2007-05-14,87.276,8
2007-05-14,78.732,9
2007-05-14,24.134,10
2007-05-14,20.68,11
2007-05-14,22.646,12
2007-05-14,23.95,13
2007-05-14,22.65,14
2007-05-14,25.986,15
2007-05-14,32.656,16
2007-05-14,41.674,17
2007-05-14,170.244,18
2007-05-14,124.142,19
2007-05-14,121.136,20
2007-05-14,213.674,21
2007-05-14,112.632,22
2007-05-14,65.928,23
2007-05-15,20.976,0
2007-05-15,20.438,1
2007-05-15,18.986,2
2007-05-15,21.572,3
2007-05-15,20.098,4
2007-05-15,20.89,5
2007-05-15,31.51,6
2007-05-15,73.39,7
2007-05-15,81.404,8
2007-05-15,81.934,9
2007-05-15,79.682,10
2007-05-15,40.114000000000004,11
2007-05-15,20.004,12
2007-05-15,22.5,13
2007-05-15,19.958,14
2007-05-15,21.822,15
2007-05-15,19.934,16
2007-05-15,22.236,17
2007-05-15,46.794,18
2007-05-15,47.742,19
2007-05-15,29.246,20
2007-05-15,31.626,21
2007-05-15,44.6,22
2007-05-15,66.936,23
2007-05-16,34.894,0
2007-05-16,15.762,1
2007-05-16,18.099999999999998,2
2007-05-16,16.152,3
2007-05-16,17.332,4
2007-05-16,15.852,5
2007-05-16,66.864,6
2007-05-16,102.122,7
2007-05-16,130.882,8
2007-05-16,106.26,9
2007-05-16,112.286,10
2007-05-16,81.61,11
2007-05-16,168.852,12
2007-05-16,151.352,13
2007-05-16,46.57,14
2007-05-16,26.968,15
2007-05-16,28.902,16
2007-05-16,70.224,17
2007-05-16,76.688,18
2007-05-16,60.084,19
2007-05-16,94.69200000000001,20
2007-05-16,127.078,21
2007-05-16,84.542,22
2007-05-16,38.876,23
2007-05-17,18.9,0
2007-05-17,16.328,1
2007-05-17,18.832,2
2007-05-17,18.080000000000002,3
2007-05-17,18.846,4
2007-05-17,16.112000000000002,5
2007-05-17,18.426000000000002,6
2007-05-17,59.85,7
2007-05-17,46.222,8
2007-05-17,49.274,9
2007-05-17,23.632,10
2007-05-17,135.362,11
2007-05-17,20.098,12
2007-05-17,26.128,13
2007-05-17,50.24,14
2007-05-17,78.472,15
2007-05-17,50.164,16
2007-05-17,35.236,17
2007-05-17,49.284,18
2007-05-17,101.81400000000001,19
2007-05-17,87.556,20
2007-05-17,105.272,21
2007-05-17,92.806,22
2007-05-17,94.882,23
2007-05-18,41.854,0
2007-05-18,18.04,1
2007-05-18,17.578,2
2007-05-18,15.857999999999999,3
2007-05-18,18.206,4
2007-05-18,16.35,5
2007-05-18,18.728,6
2007-05-18,81.178,7
2007-05-18,83.844,8
2007-05-18,78.144,9
2007-05-18,80.808,10
2007-05-18,21.73,11
2007-05-18,22.134,12
2007-05-18,50.05,13
2007-05-18,129.26,14
2007-05-18,91.414,15
2007-05-18,19.064,16
2007-05-18,81.7,17
2007-05-18,67.868,18
2007-05-18,110.942,19
2007-05-18,239.14,20
2007-05-18,107.888,21
2007-05-18,189.338,22
2007-05-18,30.414,23
2007-05-19,19.89,0
2007-05-19,16.568,1
2007-05-19,18.676,2
2007-05-19,17.796,3
2007-05-19,19.046,4
2007-05-19,16.642,5
2007-05-19,18.326,6
2007-05-19,86.01,7
2007-05-19,70.166,8
2007-05-19,77.204,9
2007-05-19,102.822,10
2007-05-19,55.988,11
2007-05-19,77.986,12
2007-05-19,157.694,13
2007-05-19,120.214,14
2007-05-19,97.14,15
2007-05-19,89.554,16
2007-05-19,66.106,17
2007-05-19,94.67399999999999,18
2007-05-19,77.768,19
2007-05-19,22.828,20
2007-05-19,24.13,21
2007-05-19,48.384,22
2007-05-19,33.83,23
2007-05-20,38.684,0
2007-05-20,17.21,1
2007-05-20,18.132,2
2007-05-20,17.29,3
2007-05-20,18.888,4
2007-05-20,18.738,5
2007-05-20,56.688,6
2007-05-20,28.727999999999998,7
2007-05-20,76.244,8
2007-05-20,73.412,9
2007-05-20,74.95,10
2007-05-20,106.274,11
2007-05-20,56.22,12
2007-05-20,82.658,13
2007-05-20,25.088,14
2007-05-20,46.194,15
2007-05-20,87.248,16
2007-05-20,103.324,17
2007-05-20,146.874,18
2007-05-20,189.574,19
2007-05-20,172.634,20
2007-05-20,245.83599999999998,21
2007-05-20,151.974,22
2007-05-20,115.46600000000001,23
2007-05-21,59.458,0
2007-05-21,18.032,1
2007-05-21,19.864,2
2007-05-21,18.68,3
2007-05-21,18.38,4
2007-05-21,20.026,5
2007-05-21,26.098,6
2007-05-21,95.254,7
2007-05-21,78.01,8
2007-05-21,78.164,9
2007-05-21,77.032,10
2007-05-21,77.676,11
2007-05-21,24.84,12
2007-05-21,18.012,13
2007-05-21,18.772,14
2007-05-21,16.63,15
2007-05-21,18.528,16
2007-05-21,17.672,17
2007-05-21,21.144,18
2007-05-21,29.04,19
2007-05-21,85.038,20
2007-05-21,107.22,21
2007-05-21,101.232,22
2007-05-21,75.26,23
2007-05-22,18.194,0
2007-05-22,16.338,1
2007-05-22,29.830000000000002,2
2007-05-22,40.48,3
2007-05-22,17.002,4
2007-05-22,17.238,5
2007-05-22,46.536,6
2007-05-22,104.012,7
2007-05-22,75.724,8
2007-05-22,42.894,9
2007-05-22,57.904,10
2007-05-22,17.31,11
2007-05-22,15.858,12
2007-05-22,18.274,13
2007-05-22,16.182,14
2007-05-22,17.913999999999998,15
2007-05-22,15.828,16
2007-05-22,18.418,17
2007-05-22,37.804,18
2007-05-22,80.176,19
2007-05-22,173.856,20
2007-05-22,86.52,21
2007-05-22,149.43,22
2007-05-22,19.13,23
2007-05-23,20.324,0
2007-05-23,16.078,1
2007-05-23,19.928,2
2007-05-23,17.322,3
2007-05-23,18.15,4
2007-05-23,17.706,5
2007-05-23,73.83,6
2007-05-23,87.644,7
2007-05-23,147.24,8
2007-05-23,86.624,9
2007-05-23,78.84,10
2007-05-23,95.014,11
2007-05-23,70.688,12
2007-05-23,64.05,13
2007-05-23,129.494,14
2007-05-23,50.268,15
2007-05-23,20.66,16
2007-05-23,17.238,17
2007-05-23,39.818,18
2007-05-23,64.692,19
2007-05-23,77.066,20
2007-05-23,115.216,21
2007-05-23,73.776,22
2007-05-23,63.27,23
2007-05-24,17.778,0
2007-05-24,18.882,1
2007-05-24,15.282,2
2007-05-24,17.522,3
2007-05-24,16.808,4
2007-05-24,18.759999999999998,5
2007-05-24,29.974,6
2007-05-24,94.812,7
2007-05-24,116.732,8
2007-05-24,98.816,9
2007-05-24,40.276,10
2007-05-24,16.006,11
2007-05-24,18.682,12
2007-05-24,17.126,13
2007-05-24,19.278,14
2007-05-24,16.544,15
2007-05-24,18.444,16
2007-05-24,17.636,17
2007-05-24,20.432,18
2007-05-24,88.392,19
2007-05-24,94.688,20
2007-05-24,154.188,21
2007-05-24,145.624,22
2007-05-24,41.705999999999996,23
2007-05-25,20.45,0
2007-05-25,18.226,1
2007-05-25,48.42,2
2007-05-25,24.562,3
2007-05-25,19.314,4
2007-05-25,17.312,5
2007-05-25,81.52,6
2007-05-25,113.27,7
2007-05-25,109.296,8
2007-05-25,77.91,9
2007-05-25,51.176,10
2007-05-25,18.602,11
2007-05-25,16.89,12
2007-05-25,19.43,13
2007-05-25,17.73,14
2007-05-25,20.126,15
2007-05-25,17.36,16
2007-05-25,24.276,17
2007-05-25,105.83800000000001,18
2007-05-25,172.364,19
2007-05-25,214.396,20
2007-05-25,268.484,21
2007-05-25,118.858,22
2007-05-25,18.41,23
2007-05-26,19.338,0
2007-05-26,41.346000000000004,1
2007-05-26,29.586000000000002,2
2007-05-26,18.02,3
2007-05-26,18.91,4
2007-05-26,17.724,5
2007-05-26,17.568,6
2007-05-26,18.554,7
2007-05-26,39.282000000000004,8
2007-05-26,127.562,9
2007-05-26,26.266,10
2007-05-26,62.884,11
2007-05-26,98.39,12
2007-05-26,108.772,13
2007-05-26,97.898,14
2007-05-26,113.834,15
2007-05-26,56.848,16
2007-05-26,56.184,17
2007-05-26,23.242,18
2007-05-26,127.89,19
2007-05-26,84.908,20
2007-05-26,97.794,21
2007-05-26,121.742,22
2007-05-26,87.706,23
2007-05-27,25.058,0
2007-05-27,19.148,1
2007-05-27,18.814,2
2007-05-27,17.174,3
2007-05-27,19.868,4
2007-05-27,21.636,5
2007-05-27,35.05,6
2007-05-27,27.282,7
2007-05-27,69.64,8
2007-05-27,66.93599999999999,9
2007-05-27,30.258,10
2007-05-27,57.036,11
2007-05-27,133.618,12
2007-05-27,76.894,13
2007-05-27,231.41,14
2007-05-27,224.846,15
2007-05-27,147.016,16
2007-05-27,246.848,17
2007-05-27,169.114,18
2007-05-27,119.048,19
2007-05-27,117.588,20
2007-05-27,155.554,21
2007-05-27,94.856,22
2007-05-27,29.116,23
2007-05-28,24.868,0
2007-05-28,28.296,1
2007-05-28,54.39,2
2007-05-28,19.866,3
2007-05-28,19.326,4
2007-05-28,19.518,5
2007-05-28,17.688,6
2007-05-28,32.836,7
2007-05-28,20.018,8
2007-05-28,81.962,9
2007-05-28,79.278,10
2007-05-28,79.318,11
2007-05-28,79.844,12
2007-05-28,111.91199999999999,13
2007-05-28,61.44,14
2007-05-28,55.135999999999996,15
2007-05-28,67.274,16
2007-05-28,65.592,17
2007-05-28,167.712,18
2007-05-28,166.618,19
2007-05-28,144.104,20
2007-05-28,140.936,21
2007-05-28,53.774,22
2007-05-28,45.762,23
2007-05-29,24.384,0
2007-05-29,45.942,1
2007-05-29,19.296,2
2007-05-29,18.248,3
2007-05-29,19.008,4
2007-05-29,17.716,5
2007-05-29,75.57000000000001,6
2007-05-29,67.442,7
2007-05-29,92.634,8
2007-05-29,53.628,9
2007-05-29,47.478,10
2007-05-29,51.704,11
2007-05-29,40.116,12
2007-05-29,18.314,13
2007-05-29,16.582,14
2007-05-29,18.042,15
2007-05-29,16.498,16
2007-05-29,53.44,17
2007-05-29,17.966,18
2007-05-29,41.168,19
2007-05-29,41.038,20
2007-05-29,148.814,21
2007-05-29,97.678,22
2007-05-29,18.634,23
2007-05-30,16.224,0
2007-05-30,17.822,1
2007-05-30,15.786,2
2007-05-30,16.464,3
2007-05-30,16.848,4
2007-05-30,16.738,5
2007-05-30,82.07,6
2007-05-30,117.066,7
2007-05-30,110.622,8
2007-05-30,75.876,9
2007-05-30,77.598,10
2007-05-30,88.032,11
2007-05-30,89.614,12
2007-05-30,42.424,13
2007-05-30,18.25,14
2007-05-30,44.548,15
2007-05-30,95.758,16
2007-05-30,155.904,17
2007-05-30,40.75,18
2007-05-30,94.1,19
2007-05-30,133.234,20
2007-05-30,133.74,21
2007-05-30,66.838,22
2007-05-30,43.56,23
2007-05-31,55.982,0
2007-05-31,15.552,1
2007-05-31,18.248,2
2007-05-31,15.886,3
2007-05-31,17.252,4
2007-05-31,15.574,5
2007-05-31,42.076,6
2007-05-31,52.236000000000004,7
2007-05-31,68.254,8
2007-05-31,15.578,9
2007-05-31,16.47,10
2007-05-31,16.506,11
2007-05-31,17.362000000000002,12
2007-05-31,17.41,13
2007-05-31,15.404,14
2007-05-31,17.998,15
2007-05-31,15.112,16
2007-05-31,32.910000000000004,17
2007-05-31,63.5,18
2007-05-31,78.024,19
2007-05-31,101.002,20
2007-05-31,119.978,21
2007-05-31,88.98,22
2007-05-31,21.256,23
2007-06-01,20.346,0
2007-06-01,19.514,1
2007-06-01,17.584,2
2007-06-01,19.618,3
2007-06-01,16.154,4
2007-06-01,19.22,5
2007-06-01,90.294,6
2007-06-01,105.152,7
2007-06-01,79.918,8
2007-06-01,77.078,9
2007-06-01,79.682,10
2007-06-01,76.624,11
2007-06-01,71.282,12
2007-06-01,17.936,13
2007-06-01,18.832,14
2007-06-01,17.046,15
2007-06-01,19.196,16
2007-06-01,19.418,17
2007-06-01,20.668,18
2007-06-01,34.04761503650062,19
2007-06-01,81.42,20
2007-06-01,59.268,21
2007-06-01,46.606,22
2007-06-01,19.105999999999998,23
2007-06-02,29.348,0
2007-06-02,18.444,1
2007-06-02,16.288,2
2007-06-02,18.784,3
2007-06-02,38.436,4
2007-06-02,41.044,5
2007-06-02,16.6,6
2007-06-02,38.654,7
2007-06-02,28.366,8
2007-06-02,144.042,9
2007-06-02,71.362,10
2007-06-02,119.378,11
2007-06-02,23.84,12
2007-06-02,53.418,13
2007-06-02,73.232,14
2007-06-02,87.208,15
2007-06-02,84.714,16
2007-06-02,159.69,17
2007-06-02,118.332,18
2007-06-02,189.126,19
2007-06-02,44.128,20
2007-06-02,23.5,21
2007-06-02,21.582,22
2007-06-02,24.846,23
2007-06-03,35.652,0
2007-06-03,53.558,1
2007-06-03,25.086,2
2007-06-03,17.094,3
2007-06-03,19.232,4
2007-06-03,16.346,5
2007-06-03,18.554,6
2007-06-03,16.246,7
2007-06-03,40.344,8
2007-06-03,60.69,9
2007-06-03,124.222,10
2007-06-03,191.39,11
2007-06-03,154.748,12
2007-06-03,227.54999999999998,13
2007-06-03,99.552,14
2007-06-03,68.194,15
2007-06-03,82.846,16
2007-06-03,59.147999999999996,17
2007-06-03,78.696,18
2007-06-03,94.458,19
2007-06-03,95.71600000000001,20
2007-06-03,216.378,21
2007-06-03,202.996,22
2007-06-03,109.33,23
2007-06-04,21.21,0
2007-06-04,20.89,1
2007-06-04,15.866,2
2007-06-04,47.1,3
2007-06-04,19.686,4
2007-06-04,18.31,5
2007-06-04,32.43,6
2007-06-04,89.484,7
2007-06-04,79.254,8
2007-06-04,76.078,9
2007-06-04,57.846,10
2007-06-04,15.964,11
2007-06-04,18.598,12
2007-06-04,16.068,13
2007-06-04,14.628,14
2007-06-04,17.182,15
2007-06-04,18.868,16
2007-06-04,15.582,17
2007-06-04,98.836,18
2007-06-04,90.792,19
2007-06-04,34.212,20
2007-06-04,30.387999999999998,21
2007-06-04,29.11,22
2007-06-04,33.236,23
2007-06-05,94.522,0
2007-06-05,28.15,1
2007-06-05,15.256,2
2007-06-05,18.654,3
2007-06-05,19.522,4
2007-06-05,14.788,5
2007-06-05,68.224,6
2007-06-05,85.05,7
2007-06-05,78.792,8
2007-06-05,41.094,9
2007-06-05,87.816,10
2007-06-05,95.87,11
2007-06-05,25.01,12
2007-06-05,19.96,13
2007-06-05,46.296,14
2007-06-05,53.816,15
2007-06-05,40.972,16
2007-06-05,52.942,17
2007-06-05,25.45,18
2007-06-05,120.97,19
2007-06-05,110.63,20
2007-06-05,38.776,21
2007-06-05,137.808,22
2007-06-05,138.524,23
2007-06-06,105.22,0
2007-06-06,68.278,1
2007-06-06,19.434,2
2007-06-06,17.552,3
2007-06-06,14.442,4
2007-06-06,16.326,5
2007-06-06,104.58,6
2007-06-06,92.0,7
2007-06-06,92.54,8
2007-06-06,87.01,9
2007-06-06,81.72,10
2007-06-06,82.39,11
2007-06-06,45.252,12
2007-06-06,31.082,13
2007-06-06,78.124,14
2007-06-06,41.711999999999996,15
2007-06-06,60.228,16
2007-06-06,26.238,17
2007-06-06,30.852,18
2007-06-06,152.64,19
2007-06-06,121.964,20
2007-06-06,131.3916150365006,21
2007-06-06,126.954,22
2007-06-06,66.8,23
2007-06-07,18.77,0
2007-06-07,14.566,1
2007-06-07,14.564,2
2007-06-07,18.706,3
2007-06-07,15.65,4
2007-06-07,13.812,5
2007-06-07,37.512,6
2007-06-07,74.94800000000001,7
2007-06-07,78.984,8
2007-06-07,75.036,9
2007-06-07,19.806,10
2007-06-07,16.188,11
2007-06-07,14.482,12
2007-06-07,18.278,13
2007-06-07,34.17,14
2007-06-07,45.128,15
2007-06-07,46.897999999999996,16
2007-06-07,49.672,17
2007-06-07,60.136,18
2007-06-07,78.528,19
2007-06-07,76.088,20
2007-06-07,77.074,21
2007-06-07,64.22,22
2007-06-07,21.786,23
2007-06-08,18.494,0
2007-06-08,14.418000000000001,1
2007-06-08,15.748,2
2007-06-08,19.088,3
2007-06-08,14.484,4
2007-06-08,13.824,5
2007-06-08,17.84,6
2007-06-08,57.22,7
2007-06-08,81.992,8
2007-06-08,117.3,9
2007-06-08,187.276,10
2007-06-08,149.282,11
2007-06-08,156.298,12
2007-06-08,175.452,13
2007-06-08,166.09,14
2007-06-08,92.312,15
2007-06-08,23.502,16
2007-06-08,129.444,17
2007-06-08,128.682,18
2007-06-08,182.39000000000001,19
2007-06-08,252.034,20
2007-06-08,71.806,21
2007-06-08,32.516,22
2007-06-08,30.554,23
2007-06-09,28.488,0
2007-06-09,50.924,1
2007-06-09,17.76,2
2007-06-09,16.62,3
2007-06-09,16.48,4
2007-06-09,18.668,5
2007-06-09,16.42,6
2007-06-09,36.176,7
2007-06-09,57.754,8
2007-06-09,49.702,9
2007-06-09,73.17399999999999,10
2007-06-09,31.861615036500623,11
2007-06-09,27.509615036500623,12
2007-06-09,48.172000000000004,13
2007-06-09,62.618,14
2007-06-09,24.526,15
2007-06-09,41.04,16
2007-06-09,37.0824601460025,17
2007-06-09,87.31568116801998,18
2007-06-09,71.71000000000001,19
2007-06-09,82.37,20
2007-06-09,81.748,21
2007-06-09,70.82,22
2007-06-09,52.356,23
2007-06-10,38.548,0
2007-06-10,16.808,1
2007-06-10,19.986,2
2007-06-10,16.976,3
2007-06-10,14.262,4
2007-06-10,48.31,5
2007-06-10,12.59,6
2007-06-10,11.7,7
2007-06-10,27.41,8
2007-06-10,19.946,9
2007-06-10,120.814,10
2007-06-10,130.844,11
2007-06-10,96.074,12
2007-06-10,133.53,13
2007-06-10,130.15200000000002,14
2007-06-10,49.176,15
2007-06-10,64.53,16
2007-06-10,73.708,17
2007-06-10,10.866,18
2007-06-10,43.812,19
2007-06-10,39.147999999999996,20
2007-06-10,50.71,21
2007-06-10,125.86,22
2007-06-10,45.052,23
2007-06-11,23.748,0
2007-06-11,14.388,1
2007-06-11,13.55,2
2007-06-11,13.938,3
2007-06-11,12.52,4
2007-06-11,13.844,5
2007-06-11,66.056,6
2007-06-11,96.45,7
2007-06-11,91.16,8
2007-06-11,72.654,9
2007-06-11,68.958,10
2007-06-11,11.918,11
2007-06-11,13.468,12
2007-06-11,12.746,13
2007-06-11,11.022,14
2007-06-11,13.19,15
2007-06-11,11.408,16
2007-06-11,13.145999999999999,17
2007-06-11,15.88,18
2007-06-11,52.974,19
2007-06-11,13.072,20
2007-06-11,56.378,21
2007-06-11,46.248,22
2007-06-11,35.938,23
2007-06-12,57.512,0
2007-06-12,11.782,1
2007-06-12,9.358,2
2007-06-12,12.268,3
2007-06-12,11.308,4
2007-06-12,10.016,5
2007-06-12,24.7,6
2007-06-12,19.968,7
2007-06-12,25.824,8
2007-06-12,26.218,9
2007-06-12,67.842,10
2007-06-12,23.768,11
