user_id,average_daily_consumption,average_days_to_bill_payment,customer_since,area,age,marital_status,educational_level,prefecture,average_monthly_visits,average_web_monthly_visits,average_mobile_monthly_visits
195,13.33604678,1.6286681,2016-03-01,61.6398657,40-55,Married,"High school graduate, diploma or the equivalent",Thessalon Prime,4.684660739,0.416256913,4.355489853
196,12.84558144,13.36794408,2016-01-29,116.7804413,40-55,Single,Bachelor’s degree,Artanon,2.191930265,0.228780747,2.09758537
197,12.06161528,9.579084389,2016-02-05,58.16746845,40-55,Married,"High school graduate, diploma or the equivalent",Thessalon Prime,5.569436308,3.162012827,2.351836945
198,19.14853705,6.400257302,2016-02-02,104.3639629,30-39,Married,Master’s degree,Neon-Attika,2.049055936,1.600908175,0.580516817
199,2.348179052,2.752520416,2016-02-05,43.64821881,30-39,Married,Master’s degree,Magnetos Syndicate,3.735073725,2.494623128,1.23181634
200,13.93018288,0.170998621,2016-02-02,85.07369706,30-39,Married,Bachelor’s degree,Pierion,5.616728762,1.437875186,4.067692168
201,12.16587091,-2.887792901,2016-02-02,73.59644544,40-55,Married,Bachelor’s degree,Neon-Attika,1.128781213,0.619590727,0.481972148
202,19.36227992,-3.574765655,2016-02-04,198.8964868,30-39,Married,"High school graduate, diploma or the equivalent",Magnetos Syndicate,13.18243028,0.449698367,12.09450782
203,18.1165291,0.440337772,2016-02-03,91.78121638,30-39,Married,Bachelor’s degree,Neon-Attika,0.714296545,0.602335505,0.145253503
204,13.71309166,-1.592352932,2016-02-08,307.2972315,30-39,Married,Bachelor’s degree,Neon-Attika,2.077783485,1.426080367,0.669509449
205,13.57432961,-40.51156726,2016-02-04,105.1697266,40-55,Married,Bachelor’s degree,Neon-Attika,5.898231616,0.447623307,5.444364478
206,7.941591352,10.76548529,2016-02-09,73.92640803,19-29,Single,Bachelor’s degree,Voitron,6.651402486,0.232883032,6.687412092
207,9.479073398,1.036611872,2016-02-08,73.29920418,30-39,Married,Bachelor’s degree,Neon-Attika,2.959998041,0.076707056,3.061334693
208,11.45604194,11.16752275,2016-02-05,92.48229427,30-39,Married,Bachelor’s degree,Neon-Attika,2.192887247,0.17788675,2.0896031
209,7.283978963,4.267266338,2016-02-10,115.5194789,40-55,Married,Bachelor’s degree,Neon-Attika,4.678510016,0.490540727,4.550840591
210,10.67354853,-8.130200174,2016-02-18,53.63718172,40-55,Single,"High school graduate, diploma or the equivalent",Neon-Attika,11.30981092,6.492595331,5.472773241
211,0,-21.28398294,2016-02-18,77.45122867,19-29,Single,"High school graduate, diploma or the equivalent",Heartsteel Sector,11.18773815,6.688670562,5.398349178
212,11.24476315,6.410717003,2016-02-10,85.28675382,40-55,Married,Bachelor’s degree,Thessalon Prime,1.463559842,0.593390142,0.913225186
213,20.71580826,0.264769721,2016-02-12,125.6061469,56-67,Married,Bachelor’s degree,Evrax,8.969002714,3.860864577,5.76341726
214,14.47546447,-4.436423095,2016-02-12,100.2151915,30-39,Single,"High school graduate, diploma or the equivalent",Neon-Attika,7.255619253,0.079203284,7.13712857
215,90.71160253,4.841375348,2016-02-17,242.0537586,40-55,Married,Bachelor’s degree,Neon-Attika,6.197497927,0.753160008,5.129288272
216,7.33242663,-1.748421219,2016-02-09,114.0941289,30-39,Single,Master’s degree,Neon-Attika,3.618736045,0.168017225,3.237417793
217,21.92994289,0.27500274,2016-02-11,91.59695015,30-39,Married,Master’s degree,Neon-Attika,3.972347218,0.552652889,3.371389682
218,17.70599507,10.10410357,2016-02-26,95.29264877,40-55,Married,Bachelor’s degree,Neon-Attika,13.79149109,9.478223369,3.763482505
219,8.971718581,3.099088761,2016-03-04,31.46610365,30-39,Single,Bachelor’s degree,Neon-Attika,6.491282294,3.562031112,3.208049247
220,9.330971096,3.712313077,2016-02-16,85.54830592,56-67,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.16136741,0.925299598,0.25267371
221,7.884235712,-3.179867451,2016-02-17,73.77826985,19-29,Single,Master’s degree,Neon-Attika,37.89913392,5.354964805,32.9171272
222,2.069668735,3.035760062,2016-02-22,92.00057479,40-55,Married,"High school graduate, diploma or the equivalent",Evoa Conglomerate,2.511087455,2.15925286,0.205420103
223,9.455575088,-0.088368843,2016-02-17,133.4552619,30-39,Single,"High school graduate, diploma or the equivalent",Voitron,3.082851713,0.223420766,3.055080785
224,23.79997727,7.189170577,2016-02-19,104.707467,40-55,Single,Master’s degree,Neon-Attika,7.869209484,6.297587489,1.304027446
225,28.9236244,6.140970989,2016-02-18,124.032696,19-29,Married,Master’s degree,Neon-Attika,13.68108455,0.524819097,13.44959808
226,21.26190277,3.713267599,2016-02-19,347.6738262,30-39,Married,Bachelor’s degree,Neon-Attika,2.355002094,0.811048373,1.641454822
227,12.26972125,1.890158313,2016-02-24,97.88753143,40-55,Married,Master’s degree,Neon-Attika,10.85808084,1.892476514,9.556922666
228,10.68265676,6.111774248,2016-02-18,113.1479271,30-39,Married,Bachelor’s degree,Neon-Attika,4.15785039,1.414963646,2.9811016
229,16.84550746,0.371941944,2016-02-18,132.4144737,40-55,Married,Bachelor’s degree,Neon-Attika,2.270249238,0.544313862,1.722635019
230,9.966659255,9.333392049,2016-03-04,76.33363296,30-39,Married,Bachelor’s degree,Neon-Attika,13.18844449,11.11853489,1.42571769
231,11.8913659,25.01052801,2016-02-18,51.27361449,30-39,Married,Bachelor’s degree,Neon-Attika,13.64868041,1.399044212,11.86913202
232,23.05683956,-7.10912767,2016-02-18,82.2992236,30-39,Married,"High school graduate, diploma or the equivalent",Xanthion,2.530848569,1.849506446,0.66270422
233,6.845351349,12.12401682,2016-02-19,76.98506769,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,2.249942663,0.076568065,2.126823761
234,23.70217797,0.346873094,2016-02-19,146.4353978,40-55,Married,Master’s degree,Neon-Attika,1.765909571,0.406078915,1.27780162
235,12.55491992,0,2016-02-26,102.8122823,30-39,Married,Bachelor’s degree,Neon-Attika,1.273946207,0.083765305,1.142750858
236,3.450707879,13.64654481,2016-03-08,38.18757412,19-29,Single,"High school graduate, diploma or the equivalent",Neon-Attika,29.82431344,12.37400991,15.3411027
237,5.642529635,1.064013136,2016-02-23,94.59324192,30-39,Single,Master’s degree,Neon-Attika,0.493473536,0.320137886,0.164731432
238,12.0919819,4.30989461,2016-02-25,125.2928033,40-55,Married,Bachelor’s degree,Thessalon Prime,3.269356246,0.083903402,3.092848091
239,18.28554065,2.871832956,2016-02-24,90.41044457,40-55,Married,Bachelor’s degree,Thessalon Prime,1.766697278,0.34891008,1.37493933
240,12.18335706,7.525439943,2016-02-25,68.26073196,19-29,Single,Bachelor’s degree,Argolith Supreme,1.015341643,0.081355871,0.868808347
241,10.63795054,0.825675417,2016-03-01,55.21371318,40-55,Married,Master’s degree,Thessalon Prime,0.467865639,0.088917137,0.349264339
242,6.032294182,1.443392695,2016-03-02,162.3588188,30-39,Married,Master’s degree,Neon-Attika,14.62900027,12.2755955,1.722595112
243,2.142385686,-0.290731287,2016-03-02,47.85208246,40-55,Married,Doctorate degree,Neon-Attika,4.678114718,0.179490112,4.704790891
244,7.985322855,0.916425745,2016-03-02,96.59072676,30-39,Married,Bachelor’s degree,Neon-Attika,4.058722911,0.167148279,3.879362622
245,8.082438613,2.0647059,2016-03-02,114.1347367,56-67,Single,Bachelor’s degree,Neon-Attika,10.89840917,0.241297607,10.67041975
246,13.47150039,-3.196260088,2016-03-01,85.31058562,19-29,Married,"High school graduate, diploma or the equivalent",Neon-Attika,9.643855195,0.197829505,9.76816407
247,7.42351774,0.522332978,2016-03-02,89.02050593,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,2.252314615,0.899539253,1.287164397
248,12.29571697,-20.92772688,2016-03-30,99.77697233,30-39,Married,Bachelor’s degree,Neon-Attika,1.729736181,0.914392968,0.785992011
249,7.883843271,-0.620254242,2016-02-29,95.59144733,40-55,Married,"High school graduate, diploma or the equivalent",Thessalon Prime,8.194665015,0.336158184,7.379716344
250,10.82307371,6.704007513,2016-03-03,133.614608,68+,Married,Doctorate degree,Corinthus Crossroads,4.330895544,0.59277452,3.879239813
251,5.557918112,2.942527379,2016-03-03,51.63750121,40-55,Divorced,Doctorate degree,Corinthus Crossroads,4.316459986,0.621441078,3.69000814
252,23.98062277,2.609717161,2016-03-02,102.9357517,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,13.61292012,0.246528784,13.73519858
253,9.358956668,-16.07488049,2016-03-07,101.4899601,30-39,Married,Master’s degree,Neon-Attika,7.986449138,3.334558221,4.960273946
254,7.686906583,-14.80021647,2016-03-04,53.53550772,30-39,Married,Bachelor’s degree,Neon-Attika,6.596875427,4.395704448,1.927083272
255,8.245861279,6.897844203,2016-03-07,75.65220261,30-39,Married,"High school graduate, diploma or the equivalent",Thesprotox,33.55867074,0.082020281,33.77615912
256,10.20714404,0.100814294,2016-03-03,147.9653747,40-55,Married,Bachelor’s degree,Neon-Attika,6.226172122,1.135972641,4.813948859
257,11.91893209,3.217810646,2016-03-03,70.09523973,40-55,Single,Master’s degree,Neon-Attika,4.232134777,2.596486875,1.705391296
258,10.03550585,2.474524864,2016-03-07,51.53030282,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,9.066761969,0.089397853,8.4187241
259,17.28585182,-101.3757454,2016-03-07,61.6190979,19-29,Married,"High school graduate, diploma or the equivalent",Neon-Attika,9.147297439,0.095287044,8.584630879
260,9.944812271,7.067495457,2016-03-04,57.35720858,40-55,Married,"High school graduate, diploma or the equivalent",Thessalon Prime,0.429912621,0.366297235,0.091780084
261,8.879269527,-1.019616569,2016-03-04,112.3631966,30-39,Single,Master’s degree,Neon-Attika,4.81744268,1.270493103,3.78951539
262,9.131875768,11.33560905,2016-03-09,87.22732836,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,5.938125343,1.042536661,4.468398225
263,6.341154321,-0.286285824,2016-03-07,72.41429374,40-55,Married,Bachelor’s degree,Neon-Attika,7.180153945,0.796433575,6.827066547
264,9.052485738,-0.312711047,2016-03-07,81.9278466,40-55,Married,Bachelor’s degree,Neon-Attika,7.753480725,0.806548334,6.497962927
265,6.239654239,-0.194226379,2016-03-11,128.9764862,19-29,Single,Master’s degree,Neon-Attika,2.093118612,0.595856968,1.432698992
266,8.646551459,-2.994277122,2016-03-08,69.95439873,56-67,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.590379503,0.114338664,1.601384823
267,34.32869451,10.23972972,2016-03-09,88.13724849,40-55,Married,Bachelor’s degree,Neon-Attika,6.227073032,0.576048058,5.64235682
268,22.64295006,5.925455639,2016-03-08,125.7099998,40-55,Married,Bachelor’s degree,Neon-Attika,1.906554415,0.957148111,1.037814954
269,12.76619252,-0.704741833,2016-03-11,57.06414804,40-55,Married,Bachelor’s degree,Neon-Attika,2.301063826,1.954323863,0.448954299
270,15.38394153,1.305275121,2016-03-09,72.53370095,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,11.10833375,4.614571486,6.46537261
271,10.77801663,0,2016-03-15,111.5255473,30-39,Married,Bachelor’s degree,Neon-Attika,1.156269543,0.24387629,0.888180076
272,5.661167602,16.60185709,2016-03-10,86.53189975,30-39,Married,Master’s degree,Neon-Attika,0.606794505,0.176141851,0.433632985
273,4.174426523,7.115013483,2016-03-10,45.64320993,19-29,Single,Bachelor’s degree,Kozantrix,0.449954034,0.092806468,0.348190583
274,5.597604368,6.095392647,2016-03-16,61.18127291,30-39,Single,"High school graduate, diploma or the equivalent",Neon-Attika,3.659104385,0.34131831,3.391485473
275,7.54670258,6.599301167,2016-03-15,118.8032988,40-55,Married,"High school graduate, diploma or the equivalent",Voitron,1.154003657,0.415011677,0.786951914
276,12.69312552,3.20311703,2016-03-16,117.1716246,40-55,Married,"High school graduate, diploma or the equivalent",Phokidron,28.54533367,2.374433258,27.09610868
277,2.021082156,4.876450582,2016-03-16,27.88440879,40-55,Married,"High school graduate, diploma or the equivalent",Phokidron,27.49907887,2.256042294,26.58003502
278,20.01792777,8.017266723,2016-03-17,87.20210093,30-39,Married,Bachelor’s degree,Neon-Attika,2.368849585,1.010826482,1.398243411
279,11.13923723,-3.931326862,2016-03-24,75.06191197,40-55,Single,"High school graduate, diploma or the equivalent",Neon-Attika,2.365735795,1.336310546,0.969317032
280,10.24587484,4.451058484,2016-03-23,69.22023776,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,2.12249043,0.910906047,1.231906183
281,9.465037796,7.087267482,2016-03-23,96.41206263,56-67,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.118882448,0.262342726,0.833563146
282,5.69959501,6.298035066,2016-03-22,35.37413622,19-29,Single,Bachelor’s degree,Neon-Attika,7.804960984,5.680141256,2.020658026
283,5.091895047,6.935024538,2016-03-23,73.97433355,30-39,Single,Master’s degree,Neon-Attika,5.805983747,0.458848736,5.259087135
284,4.628242094,2.17194857,2016-03-24,34.78529627,56-67,Divorced,"High school graduate, diploma or the equivalent",Neon-Attika,0.741201276,0.282508239,0.45723009
285,13.74976589,1.171775636,2016-03-22,102.1017526,40-55,Married,Bachelor’s degree,Neon-Attika,1.782446914,0.281547011,1.460132422
286,15.007492,11.55484441,2016-03-23,25.20806715,40-55,Divorced,"High school graduate, diploma or the equivalent",Neon-Attika,6.257847973,5.410101571,1.153462029
287,0,12.87775105,2016-03-23,25.09083686,40-55,Divorced,"High school graduate, diploma or the equivalent",Kerkuron,6.281682358,5.367352561,1.093033906
288,25.76676834,-39.26661381,2016-03-28,148.5908771,56-67,Married,No degree,Kerkuron,3.242118694,0.522602787,2.491793478
289,5.738140327,18.53743631,2016-03-23,55.56256326,30-39,Married,Master’s degree,Voitron,12.04412168,1.218405313,10.36497713
290,11.43003214,1.702264007,2016-03-24,80.86859116,68+,Single,No degree,Neon-Attika,20.45910435,0.181996779,20.43706036
291,8.829298439,13.4476496,2016-04-07,82.88519195,30-39,Single,Master’s degree,Neon-Attika,12.60806825,10.80831418,1.557873304
292,12.61990049,0.923377927,2016-03-24,79.11591935,19-29,Married,Bachelor’s degree,Neon-Attika,4.086648947,0.754805002,3.215049261
293,16.24658689,-18.21949909,2016-04-11,58.08401088,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,15.09194463,0.196937168,14.37306285
294,11.17266322,1.171366821,2016-03-31,121.6379688,30-39,Married,Bachelor’s degree,Neon-Attika,4.784080196,0.332596647,4.279628397
295,19.16485412,4.44139884,2016-05-24,123.8545259,19-29,Married,Bachelor’s degree,Neon-Attika,10.75913511,1.127173024,9.715130069
296,7.508141548,0.394790421,2016-03-31,107.591719,30-39,Married,Bachelor’s degree,Neon-Attika,0.439728356,0.086260384,0.355743576
297,18.44289444,-2.97459424,2016-04-04,56.14729214,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,3.602987491,0.097673834,3.540164455
298,20.68707967,3.252686993,2016-04-04,130.9341657,40-55,Married,"High school graduate, diploma or the equivalent",Thessalon Prime,2.964822889,0.287657101,2.830554156
299,3.976611156,-0.344704197,2016-04-05,61.63258399,40-55,Married,Bachelor’s degree,Neon-Attika,5.341208456,3.803313044,1.582195881
300,8.784865244,-3.221525017,2016-04-04,81.4513865,30-39,Divorced,"High school graduate, diploma or the equivalent",Thessalon Prime,2.095714995,0.488368075,1.520717375
301,16.31983853,1.423748576,2016-04-06,44.93874559,40-55,Married,Master’s degree,Neon-Attika,5.212648017,0.267281004,4.939169957
302,10.14286311,2.197922003,2016-04-21,94.55477645,19-29,Married,Bachelor’s degree,Neon-Attika,3.669216502,0.421102367,3.048510117
303,11.12234159,2.588438576,2016-04-06,83.02707955,30-39,Married,Master’s degree,Rodopon,16.82675362,11.6272379,4.555878861
304,10.36491816,2.468467467,2016-05-09,69.7327211,30-39,Married,Bachelor’s degree,Neon-Attika,8.330091761,2.324614341,5.990353045
305,19.20759511,-11.62907487,2016-04-06,122.4389067,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,4.770930172,0.674579527,4.048565917
306,16.37589049,1.601805124,2016-04-07,93.17665712,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,8.43181459,0.696647255,7.704522555
307,7.339593998,7.731921668,2016-05-20,71.1674364,40-55,Single,Master’s degree,Neon-Attika,10.12061699,0.746212997,8.912983763
308,8.025716868,-2.313958654,2016-04-11,110.081618,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,5.931130469,5.245596166,0.896710126
309,9.416474544,0.914105172,2016-04-08,128.9454824,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,3.064960835,0.102245959,2.766498624
310,8.463099678,0.25287198,2016-04-26,70.94244577,30-39,Single,"High school graduate, diploma or the equivalent",Neon-Attika,5.952193957,3.258130763,2.570755977
311,19.59147424,5.791963293,2016-04-12,78.87243678,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,3.784146665,1.548789695,2.370169869
312,17.50277991,-11.66481643,2016-04-20,63.91931873,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,6.675305133,1.16027914,5.307424572
313,14.25257614,5.505835027,2016-04-12,142.5190038,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,41.62915694,0.323183853,38.50578823
314,13.983756,3.376558413,2016-05-04,100.9671125,56-67,Divorced,"High school graduate, diploma or the equivalent",Neon-Attika,2.832071834,1.003380301,1.884083963
315,2.136707518,1.270541195,2016-04-13,83.85831182,56-67,Married,Bachelor’s degree,Evoa Conglomerate,3.138389453,0.261990192,2.748261667
316,10.76352187,10.42604108,2016-04-15,45.00760442,68+,Widowed,No degree,Neon-Attika,13.13470646,1.194493703,11.16100741
317,11.71905652,0.239375626,2016-04-26,96.02055791,56-67,Married,"High school graduate, diploma or the equivalent",Neon-Attika,3.605556912,0.504339523,3.34182396
318,2.879769576,7.762602176,2016-09-14,82.64012156,19-29,Single,"High school graduate, diploma or the equivalent",Neon-Attika,8.165789507,1.005476849,7.579821821
319,11.71066118,2.965463567,2016-04-15,95.26274535,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,12.03084875,11.14564899,1.580018192
320,9.189068397,-0.583153482,2016-04-14,105.7407303,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.414510276,0.308147057,1.138669247
321,21.36136398,-4.083732442,2016-05-12,169.8336839,40-55,Married,Master’s degree,Neon-Attika,3.872695267,0.601220396,2.98135663
322,11.10694473,1.36496628,2016-04-13,138.1269111,56-67,Married,Bachelor’s degree,Neon-Attika,2.940365089,0.243212228,2.69465834
323,5.765094539,1.44825483,2016-04-20,71.85283848,19-29,Single,Master’s degree,Neon-Attika,5.32329305,1.899696761,3.210530089
324,17.56932685,-0.891435377,2016-04-19,99.27400092,30-39,Married,Bachelor’s degree,Neon-Attika,10.49822314,3.654300427,6.688263158
325,11.34429818,1.722987959,2016-04-19,41.94989327,30-39,Married,Bachelor’s degree,Neon-Attika,5.155283495,2.661055001,2.292728377
326,13.64485504,10.03916236,2016-04-22,79.01333737,30-39,Married,Master’s degree,Neon-Attika,3.935137175,2.570740887,1.512831563
327,10.85652118,5.891514774,2016-05-06,83.29617042,30-39,Married,Bachelor’s degree,Neon-Attika,1.015664701,0.814024277,0.22937579
328,7.631339573,1.910234799,2016-04-25,100.3641774,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,8.4524302,3.964560127,4.203120382
329,12.48905189,0.136459476,2016-04-22,113.12439,56-67,Married,Bachelor’s degree,Thessalon Prime,7.022628138,1.472261905,5.534404506
330,9.315074398,0,2016-04-22,83.4898106,30-39,Married,Bachelor’s degree,Neon-Attika,10.08803717,1.593325586,8.170424152
331,12.60617449,0.248271737,2016-04-26,254.6201189,40-55,Married,Bachelor’s degree,Neon-Attika,3.674442764,0.315598642,3.330217688
332,14.64200834,-3.231888435,2016-04-26,46.15563849,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,13.18847706,1.22922059,11.44582661
333,2.753826713,5.459386495,2016-05-04,40.21069128,40-55,Married,"High school graduate, diploma or the equivalent",Rodopon,4.605981574,2.085520713,2.450833894
334,11.27310666,0,2016-04-26,82.95412059,40-55,Married,"High school graduate, diploma or the equivalent",Xanthion,7.77860838,0.431503877,7.405110041
335,8.106221943,-6.923029998,2016-05-11,72.4368308,40-55,Divorced,Bachelor’s degree,Neon-Attika,4.037465575,0.389346611,3.33432421
336,24.10162373,6.702027824,2016-05-04,60.96921051,30-39,Married,Bachelor’s degree,Magnetos Syndicate,7.261081306,0.887957888,6.815173288
337,5.680620895,0.130076786,2016-05-04,65.27631743,30-39,Single,Bachelor’s degree,Trigood Sector,2.659789841,0.095748177,2.576266175
338,10.88482437,-4.644039896,2016-05-05,60.60999526,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,7.785150508,0.960389178,6.716219099
339,9.695322877,4.642258812,2016-05-17,141.7567188,30-39,Married,Bachelor’s degree,Neon-Attika,9.729813909,8.952708131,0.326641725
340,11.83701339,0.39672515,2016-05-09,88.00994438,40-55,Married,"High school graduate, diploma or the equivalent",Magnetos Syndicate,6.807271205,2.862500507,3.734559279
341,5.972675229,4.89716829,2016-05-16,106.5659374,40-55,Married,Bachelor’s degree,Neon-Attika,14.86318637,2.678731777,11.94105375
342,15.57183589,5.671370463,2016-05-09,88.86315185,30-39,Married,Bachelor’s degree,Neon-Attika,20.61629262,1.820174352,18.62040668
343,7.758889094,-0.130690981,2016-05-10,53.137089,40-55,Single,"High school graduate, diploma or the equivalent",Neon-Attika,49.01252468,5.295498922,46.73820739
344,17.27079384,8.884013514,2016-05-17,77.75338857,40-55,Married,Doctorate degree,Neon-Attika,10.17082351,3.522303383,7.081037034
345,7.439458809,0.435093636,2016-05-24,108.2987469,30-39,Married,Master’s degree,Neon-Attika,4.991656574,0.92939359,4.448804186
346,14.14501142,8.014081016,2016-05-10,93.13099899,30-39,Married,Master’s degree,Neon-Attika,5.532579106,4.277712616,1.005041757
347,12.66631301,-0.44390857,2016-05-25,70.44178081,40-55,Single,"High school graduate, diploma or the equivalent",Neon-Attika,11.77856754,6.39367194,5.694576063
348,13.40205101,-34.75175431,2016-05-20,149.5068975,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,22.98045195,6.909368014,15.29985655
349,15.03879235,0.12703633,2016-05-18,71.18406447,19-29,Single,Bachelor’s degree,Achaon Convergence,3.592643445,0.251331858,3.334098615
350,15.45222235,3.186380718,2016-05-17,64.41490388,30-39,Married,Bachelor’s degree,Evrax,4.599015115,1.562555641,3.177747108
351,21.38934323,6.98705215,2016-05-26,102.5723484,30-39,Married,Master’s degree,Neon-Attika,1.641397177,0.967838499,0.671061318
352,10.78982386,-2.546106018,2016-05-19,91.41796514,30-39,Divorced,Bachelor’s degree,Phthion,8.020888708,0.126171579,7.369111004
353,4.817987051,4.069085179,2016-05-26,71.71555391,18 or younger,Single,Bachelor’s degree,Neon-Attika,1.303057952,0.367015652,0.887259583
354,1.505879659,-1.723002495,2016-05-17,101.8807498,40-55,Married,Master’s degree,Achaon Convergence,1.653527887,1.040264547,0.649628488
355,16.201938,1.833883465,2016-05-18,72.03473763,40-55,Single,No degree,Cyclotron,2.67709479,0.680675819,1.823465445
356,1.14216826,5.256146022,2016-05-17,81.62508571,40-55,Married,Master’s degree,Arcadia Wyld,1.797307754,0.248799888,1.635866514
357,13.44845312,0.382013985,2016-05-16,86.37336299,40-55,Married,Bachelor’s degree,Thessalon Prime,2.722881041,0.814292325,2.01337618
358,4.72318484,3.248817077,2016-05-20,140.2515943,30-39,Married,Master’s degree,Neon-Attika,6.543587047,0.28691945,5.821996042
359,13.61343981,10.33152237,2016-05-19,116.1435447,40-55,Married,"High school graduate, diploma or the equivalent",Voitron,2.146304371,0.262260628,1.924372869
360,15.33092982,-2.160210036,2016-05-25,108.3514642,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,9.699943721,0.770813548,9.221791093
361,1.59748845,0.143255374,2016-05-26,98.35535423,40-55,Single,Master’s degree,Neon-Attika,3.254685338,1.157964183,2.217356611
362,8.527798159,4.36013027,2016-05-23,97.88086902,40-55,Single,"High school graduate, diploma or the equivalent",Neon-Attika,2.109782142,0.322987529,1.775966272
363,9.478052958,11.21203712,2016-05-25,127.7092295,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,11.53227549,0.105714958,10.3962844
364,10.91056438,6.466802215,2016-05-30,90.07191601,40-55,Single,"High school graduate, diploma or the equivalent",Neon-Attika,1.371733043,0.204204643,1.175478004
365,7.47119164,0.176721087,2016-07-05,86.07590779,30-39,Married,Master’s degree,Neon-Attika,4.464553962,0.481053014,4.102089428
366,7.892397353,-1.006599222,2016-05-26,66.06799633,40-55,Married,Bachelor’s degree,Ioantrix,16.03104583,0.393360667,15.4019759
367,7.079714172,9.628830974,2016-05-30,51.75246206,19-29,Single,Bachelor’s degree,Neon-Attika,5.020231891,2.049188113,3.009238052
368,7.456428384,9.315419958,2016-05-30,50.39583365,19-29,Single,Bachelor’s degree,Neon-Attika,4.887393675,1.994932553,2.987409767
369,7.315151446,9.383450839,2016-05-30,54.60115917,19-29,Single,Bachelor’s degree,Neon-Attika,4.880878449,1.912423659,2.815571057
370,7.184889537,9.925521463,2016-05-30,54.85102413,19-29,Single,Bachelor’s degree,Neon-Attika,4.893247143,2.070353651,2.74107111
371,7.554033548,9.782593806,2016-05-30,50.91560042,19-29,Single,Bachelor’s degree,Neon-Attika,5.032425511,2.075352741,2.834218197
372,7.488186293,9.624777408,2016-05-30,52.96507833,19-29,Single,Bachelor’s degree,Neon-Attika,5.07833294,2.084375183,2.765363049
373,7.39661058,9.988303365,2016-05-30,53.17892327,19-29,Single,Bachelor’s degree,Neon-Attika,4.637744297,2.033137543,2.877153073
374,6.977732923,9.899272932,2016-05-30,50.5954505,19-29,Single,Bachelor’s degree,Neon-Attika,4.651985263,2.090103958,2.767462068
375,7.186771727,10.19815991,2016-05-30,52.83326685,19-29,Single,Bachelor’s degree,Neon-Attika,4.957892135,2.031970681,2.761075748
376,7.156993509,9.604496616,2016-05-30,55.50837103,19-29,Single,Bachelor’s degree,Neon-Attika,4.887207796,2.095885823,2.977662624
377,7.233158298,9.908175834,2016-05-30,52.8472598,19-29,Single,Bachelor’s degree,Neon-Attika,4.978674286,1.989730766,2.825998072
378,7.577360396,10.05510458,2016-05-30,51.56460537,19-29,Single,Bachelor’s degree,Neon-Attika,4.751450626,1.967637706,2.925632661
379,10.67395625,0.285517127,2016-05-26,85.8405814,30-39,Married,Master’s degree,Neon-Attika,1.311421687,0.551862281,0.720938693
380,7.150776496,-6.255022117,2016-06-02,112.2594357,19-29,Single,Master’s degree,Neon-Attika,3.719820631,1.341027843,2.466316389
381,33.71470266,9.986210053,2016-05-26,67.94787316,56-67,Married,"High school graduate, diploma or the equivalent",Neon-Attika,7.683023728,1.554295094,6.27507002
382,11.53779536,-1.23765113,2016-05-27,102.2076383,40-55,Married,Bachelor’s degree,Neon-Attika,3.579205503,1.811103324,1.630945791
383,47.56433446,0.135282899,2016-06-03,317.6878277,40-55,Married,Doctorate degree,Ioantrix,10.01478578,0.603443047,9.39375831
384,12.74601634,-0.435131501,2016-05-25,77.60797324,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,5.805521044,0.985415321,4.80159728
385,6.962471613,6.726085416,2016-06-07,83.74417562,30-39,Married,"High school graduate, diploma or the equivalent",Neon-Attika,6.373296255,0.578835273,6.083673037
386,4.185808471,15.17680723,2016-06-02,44.82256418,19-29,Single,Bachelor’s degree,Neon-Attika,7.638584556,1.23281371,6.134242252
387,15.18374225,3.53246488,2016-06-03,78.13631548,40-55,Married,"High school graduate, diploma or the equivalent",Neon-Attika,1.547001645,0.34323377,1.202487651
